scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Eirmocides absimilis,1,2021,12,Queensland,Lycaenidae,Eirmocides,-27.5389,153.0659
Eurema hecabe,1,2021,10,Queensland,Pieridae,Eurema,-24.88922,152.30706
Graphium eurypylus,1,2019,12,Queensland,Papilionidae,Graphium,-27.4579,153.04828
Hypocysta adiante,1,2022,1,Queensland,Nymphalidae,Hypocysta,-27.53996,153.05222
Jamides phaseli,1,2022,12,Queensland,Lycaenidae,Jamides,-17.3788,145.38465
Junonia hedonia,1,2023,4,Queensland,Nymphalidae,Junonia,-17.31243,145.58732
Eurema hecabe,11,2020,5,Queensland,Pieridae,Eurema,-17.5342,145.4504
Junonia orithya,1,2020,6,Queensland,Nymphalidae,Junonia,-17.9407,141.7553
Belenois java,1,2019,12,Queensland,Pieridae,Belenois,-27.497671,153.012791
Eurema hecabe,1,2021,4,Queensland,Pieridae,Eurema,-24.88922,152.30706
Delias nigrina,11,2020,10,Queensland,Pieridae,Delias,-17.6005,145.5514
Danaus petilia,1,2022,10,Queensland,Nymphalidae,Danaus,-12.17709,141.89601
Acraea terpsicore,1,2023,4,Queensland,Nymphalidae,Acraea,-17.3788,145.38465
Pieris rapae,4,2022,10,Queensland,Pieridae,Pieris,-26.4188,147.1141
Hypolimnas bolina,1,2023,5,Queensland,Nymphalidae,Hypolimnas,-17.60095,146.1206
Tellervo zoilus,1,2022,3,Queensland,Nymphalidae,Tellervo,-12.779,143.3106
Danaus affinis,1,2022,6,Queensland,Nymphalidae,Danaus,-19.9895,148.2614
Leptotes plinius,5,2021,10,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Melanitis leda,1,2020,10,Queensland,Nymphalidae,Melanitis,-17.6005,145.5514
Danaus plexippus,1,2020,4,New South Wales,Nymphalidae,Danaus,-33.92236,150.9372
Prosotas dubiosa,1,2022,4,Queensland,Lycaenidae,Prosotas,-17.3788,145.38465
Papilio (Princeps) aegeus,4,2022,12,Queensland,Papilionidae,Papilio,-27.54729,152.96529
Acraea andromacha,1,2023,2,Queensland,Nymphalidae,Acraea,-27.71808,152.8789
Vanessa kershawi,1,2021,12,New South Wales,Nymphalidae,Vanessa,-33.74017,150.60125
Tisiphone abeona,1,2022,12,New South Wales,Nymphalidae,Tisiphone,-33.64211,151.12546
Catopsilia pomona,3,2021,2,Queensland,Pieridae,Catopsilia,-24.88922,152.30706
Zizina otis,20,2022,1,Queensland,Lycaenidae,Zizina,-27.54301,153.07271
Melanitis leda,1,2020,3,Queensland,Nymphalidae,Melanitis,-27.5291,153.03118
Cepora perimale,1,2022,10,Queensland,Pieridae,Cepora,-21.4058,148.5448
Doleschallia bisaltide,1,2020,2,Queensland,Nymphalidae,Doleschallia,-17.31248,145.58744
Belenois java,2,2022,10,Queensland,Pieridae,Belenois,-23.7517,149.1071
Catopsilia pomona,11,2020,5,Queensland,Pieridae,Catopsilia,-17.584,145.4753
Badamia exclamationis,9,2022,9,Queensland,Hesperiidae,Badamia,-19.23129,146.7638
Belenois java,5,2021,1,Queensland,Pieridae,Belenois,-18.3118,143.7766
Heteronympha merope,9,2023,1,Victoria,Nymphalidae,Heteronympha,-37.35556,144.15339
Euploea corinna,6,2020,3,Queensland,Nymphalidae,Euploea,-28.01953,153.33842
Delias mysis,4,2021,3,Queensland,Pieridae,Delias,-17.2951,145.6358
Bindahara phocides,1,2022,2,Queensland,Lycaenidae,Bindahara,-16.067625,145.464368
Tisiphone abeona,1,2022,9,Queensland,Nymphalidae,Tisiphone,-26.3903,152.9754
Toxidia thyrrhus,1,2020,2,Queensland,Hesperiidae,Toxidia,-17.559167,145.496364
Junonia hedonia,3,2020,5,Queensland,Nymphalidae,Junonia,-17.31284,145.587
Melanitis leda,1,2023,7,Queensland,Nymphalidae,Melanitis,-24.88922,152.30706
Ogyris amaryllis,2,2023,2,Queensland,Lycaenidae,Ogyris,-27.98,151.62
Junonia villida,1,2021,1,Queensland,Nymphalidae,Junonia,-18.1473,144.3172
Papilio (Princeps) ambrax,3,2021,3,Queensland,Papilionidae,Papilio,-17.31172,145.58891
Bindahara phocides,1,2022,2,Queensland,Lycaenidae,Bindahara,-16.067625,145.464368
Eurema smilax,1,2023,9,Queensland,Pieridae,Eurema,-20.56548,139.48691
Pieris rapae,1,2020,8,Queensland,Pieridae,Pieris,-17.31316,145.5866
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-27.53283,153.05349
Hasora chromus,1,2021,3,Queensland,Hesperiidae,Hasora,-24.88922,152.30706
Danaus plexippus,1,2020,3,Queensland,Nymphalidae,Danaus,-26.41036,153.05566
Cepora perimale,8,2022,11,Queensland,Pieridae,Cepora,-27.51623,152.86335
Mycalesis,1,2021,4,Queensland,Nymphalidae,Mycalesis,-16.80107,145.69658
Psychonotis caelius,3,2021,4,Queensland,Lycaenidae,Psychonotis,-17.31289,145.587
Tagiades japetus,2,2022,7,Queensland,Hesperiidae,Tagiades,-12.7765,143.3063
Geitoneura klugii,1,2023,1,Tasmania,Nymphalidae,Geitoneura,-43.01314,147.29609
Graphium choredon,2,2020,2,Queensland,Papilionidae,Graphium,-28.01944,153.33843
Eurema hecabe,1,2022,12,Queensland,Pieridae,Eurema,-24.88922,152.30706
Zizina otis,2,2023,1,Queensland,Lycaenidae,Zizina,-27.53978,153.06605
Elodina angulipennis,7,2022,11,Queensland,Pieridae,Elodina,-27.51623,152.86335
Anthene lycaenoides,1,2022,5,Queensland,Lycaenidae,Anthene,-16.5403,145.4697
Euploea tulliolus,1,2022,12,Queensland,Nymphalidae,Euploea,-27.54729,152.96529
Delias nigrina,1,2020,7,Queensland,Pieridae,Delias,-17.1712,145.54779
Papilio (Princeps) aegeus,2,2020,11,Queensland,Papilionidae,Papilio,-26.6908,152.45194
Euploea corinna,2,2022,3,Queensland,Nymphalidae,Euploea,-12.7934,143.3599
Leptotes plinius,8,2023,2,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Hypolimnas alimena,1,2020,8,Queensland,Nymphalidae,Hypolimnas,-17.31307,145.5868
Catopsilia pomona,3,2020,2,Queensland,Pieridae,Catopsilia,-26.41041,153.0556
Tirumala hamata,1,2022,5,Queensland,Nymphalidae,Tirumala,-16.5403,145.4697
Hypocysta pseudirius,2,2020,11,New South Wales,Nymphalidae,Hypocysta,-30.8172,152.1466
Heteronympha merope,3,2022,11,Queensland,Nymphalidae,Heteronympha,-27.07778,152.66635
Tisiphone abeona,2,2021,9,New South Wales,Nymphalidae,Tisiphone,-33.6391,151.135
Papilio (Princeps) aegeus,1,2022,10,Queensland,Papilionidae,Papilio,-12.17709,141.89601
Leptotes plinius,3,2021,10,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Suniana sunias,2,2022,10,Queensland,Hesperiidae,Suniana,-21.4471,148.5311
Psychonotis caelius,4,2022,5,Queensland,Lycaenidae,Psychonotis,-15.2738,144.9784
Zizina otis,5,2023,1,New South Wales,Lycaenidae,Zizina,-30.35665,153.10443
Zizina otis,3,2022,8,Queensland,Lycaenidae,Zizina,-24.80549,152.44986
Junonia hedonia,3,2023,7,Queensland,Nymphalidae,Junonia,-15.48913,144.8166
Pieris rapae,2,2021,2,Queensland,Pieridae,Pieris,-27.53881,153.0658
Eurema smilax,1,2020,3,Queensland,Pieridae,Eurema,-27.64207,152.75212
Suniana sunias,1,2022,1,Queensland,Hesperiidae,Suniana,-24.88922,152.30706
Heteronympha merope,20,2021,12,Victoria,Nymphalidae,Heteronympha,-38.1498,144.3034
Ocybadistes walkeri,1,2023,7,Queensland,Hesperiidae,Ocybadistes,-15.48913,144.8166
Eurema brigitta,1,2023,1,New South Wales,Pieridae,Eurema,-30.35665,153.10443
Charaxes sempronius,2,2023,2,Queensland,Nymphalidae,Charaxes,-27.4847,152.95529
Cressida cressida,3,2020,9,Queensland,Papilionidae,Cressida,-17.26807,145.4846
Ypthima arctous,1,2022,4,Queensland,Nymphalidae,Ypthima,-12.7235,143.1593
Euploea corinna,11,2021,1,Queensland,Nymphalidae,Euploea,-18.1473,144.3172
Papilio (Princeps) aegeus,1,2021,1,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Graphium choredon,1,2020,3,Queensland,Papilionidae,Graphium,-27.44999,152.95575
Mydosama terminus,3,2023,7,Queensland,Nymphalidae,Mydosama,-15.48913,144.8166
Vindula arsinoe,1,2023,4,Queensland,Nymphalidae,Vindula,-17.31152,145.58904
Eirmocides absimilis,2,2023,4,Queensland,Lycaenidae,Eirmocides,-17.31152,145.58904
Junonia villida,1,2023,8,Queensland,Nymphalidae,Junonia,-23.31747,139.71074
Zizina otis,1,2020,10,New South Wales,Lycaenidae,Zizina,-34.0656,150.7346
Acraea terpsicore,1,2022,6,Queensland,Nymphalidae,Acraea,-19.9895,148.2614
Eurema hecabe,1,2020,5,Queensland,Pieridae,Eurema,-24.88922,152.30706
Graphium agamemnon,1,2022,5,Queensland,Papilionidae,Graphium,-15.2738,144.9784
Hypocysta adiante,3,2023,7,Queensland,Nymphalidae,Hypocysta,-15.48913,144.8166
Zizina otis,2,2020,9,Queensland,Lycaenidae,Zizina,-27.53377,153.05875
Hypocysta metirius,1,2022,2,Queensland,Nymphalidae,Hypocysta,-27.47526,152.96034
Neptis praslini,1,2022,5,Queensland,Nymphalidae,Neptis,-15.2738,144.9784
Heteronympha solandri,3,2023,1,Australian Capital Territory,Nymphalidae,Heteronympha,-35.41476,148.79044
Catopyrops florinda,1,2022,1,Queensland,Lycaenidae,Catopyrops,-27.53867,153.0658
Doleschallia bisaltide,2,2022,11,Queensland,Nymphalidae,Doleschallia,-17.31238,145.58726
Heteronympha merope,8,2020,12,Tasmania,Nymphalidae,Heteronympha,-43.03564,147.30952
Hypocysta adiante,3,2022,12,Queensland,Nymphalidae,Hypocysta,-18.9834,146.235
Erina hyacinthina,2,2022,11,New South Wales,Lycaenidae,Erina,-33.64209,151.12538
Papilio (Princeps) demoleus,1,2023,8,Queensland,Papilionidae,Papilio,-24.35566,139.47045
Ornithoptera richmondia,1,2019,12,Queensland,Papilionidae,Ornithoptera,-28.21896,153.23534
Pieris rapae,2,2023,2,Victoria,Pieridae,Pieris,-38.486,146.6627
Danaus plexippus,2,2019,10,New South Wales,Nymphalidae,Danaus,-33.79759,151.14431
Graphium eurypylus,1,2020,9,Queensland,Papilionidae,Graphium,-17.31241,145.58777
Theclinesthes onycha,1,2022,12,Queensland,Lycaenidae,Theclinesthes,-27.40508,153.0284
Pieris rapae,1,2022,2,Tasmania,Pieridae,Pieris,-41.71048,146.72895
Eurema hecabe,1,2021,4,Queensland,Pieridae,Eurema,-16.795398,145.663842
Graphium eurypylus,1,2020,3,Queensland,Papilionidae,Graphium,-17.31253,145.58742
Hesperilla crypsargyra,1,2020,11,Queensland,Hesperiidae,Hesperilla,-28.22253,153.20779
Papilio (Princeps) aegeus,1,2022,1,New South Wales,Papilionidae,Papilio,-33.642,151.1253
Tirumala hamata,1,2021,2,Queensland,Nymphalidae,Tirumala,-27.54055,153.06534
Papilio (Princeps) aegeus,1,2022,11,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Papilio (Princeps) aegeus,1,2020,6,Queensland,Papilionidae,Papilio,-27.72385,151.63412
Hypocysta metirius,5,2022,9,Queensland,Nymphalidae,Hypocysta,-17.62295,145.52559
Toxidia,1,2022,1,Queensland,Hesperiidae,Toxidia,-27.97086,153.18462
Catopyrops florinda,1,2022,9,Queensland,Lycaenidae,Catopyrops,-27.54108,153.0657
Psychonotis caelius,1,2022,7,Queensland,Lycaenidae,Psychonotis,-12.7809,143.312
Belenois java,2,2020,10,New South Wales,Pieridae,Belenois,-33.13621,148.18348
Melanitis leda,3,2022,1,Queensland,Nymphalidae,Melanitis,-27.53867,153.0658
Protographium leosthenes,2,2020,3,Queensland,Papilionidae,Protographium,-25.93479,152.62494
Hypocysta adiante,2,2020,10,Queensland,Nymphalidae,Hypocysta,-27.53917,153.06586
Cephrenes augiades,1,2020,9,Queensland,Hesperiidae,Cephrenes,-24.88922,152.30706
Melanitis leda,1,2019,11,Queensland,Nymphalidae,Melanitis,-27.47919,152.97046
Nacaduba cyanea,10,2021,12,Queensland,Lycaenidae,Nacaduba,-17.44791,145.85363
Cupha prosope,2,2021,1,Queensland,Nymphalidae,Cupha,-17.31245,145.58724
Eurema smilax,1,2023,2,Queensland,Pieridae,Eurema,-17.30033,145.58181
Rapala varuna,1,2022,3,Queensland,Lycaenidae,Rapala,-27.11696,152.75309
Lampides boeticus,51,2016,11,Queensland,Lycaenidae,Lampides,-19.346,144.122
Rapala varuna,1,2022,3,Queensland,Lycaenidae,Rapala,-27.47157,153.06686
Papilio (Princeps) aegeus,1,2020,10,Queensland,Papilionidae,Papilio,-17.6005,145.5514
Cupha prosope,2,2023,3,Queensland,Nymphalidae,Cupha,-17.31245,145.58736
Lampides boeticus,1,2023,8,Queensland,Lycaenidae,Lampides,-23.31747,139.71074
Belenois java,1,2022,11,Queensland,Pieridae,Belenois,-19.5654,144.0409
Eurema hecabe,1,2021,2,Queensland,Pieridae,Eurema,-27.53881,153.0658
Euploea corinna,1,2021,12,Queensland,Nymphalidae,Euploea,-27.52771,153.07142
Zizina otis,11,2016,11,Queensland,Lycaenidae,Zizina,-19.346,144.122
Pantoporia consimilis,1,2023,6,Queensland,Nymphalidae,Pantoporia,-10.5814,142.21349
Catochrysops panormus,5,2021,2,Queensland,Lycaenidae,Catochrysops,-17.36004,144.8754
Vanessa itea,1,2020,12,Victoria,Nymphalidae,Vanessa,-37.78412,144.99779
Catopsilia pomona,1,2020,2,Queensland,Pieridae,Catopsilia,-16.89942,145.74886
Vanessa itea,2,2022,11,New South Wales,Nymphalidae,Vanessa,-34.67439,150.71239
Suniana sunias,1,2020,12,Queensland,Hesperiidae,Suniana,-17.31231,145.58724
Hypochrysops epicurus,1,2019,12,New South Wales,Lycaenidae,Hypochrysops,-29.42948,153.32541
Hypolimnas bolina,4,2021,2,Queensland,Nymphalidae,Hypolimnas,-24.88922,152.30706
Cephrenes augiades,1,2022,3,Queensland,Hesperiidae,Cephrenes,-26.54738,153.10212
Zizina otis,2,2019,10,South Australia,Lycaenidae,Zizina,-34.93448,138.54824
Erysichton lineatus,2,2021,9,Queensland,Lycaenidae,Erysichton,-17.5109,145.6146
Erina erina,2,2023,1,Queensland,Lycaenidae,Erina,-27.48516,152.9544
Papilio (Princeps) aegeus,1,2019,12,New South Wales,Papilionidae,Papilio,-28.43734,153.14304
Graphium choredon,1,2020,2,Queensland,Papilionidae,Graphium,-17.31239,145.58734
Cressida cressida,2,2023,1,Queensland,Papilionidae,Cressida,-27.3646,152.78988
Hypolimnas bolina,1,2020,10,Queensland,Nymphalidae,Hypolimnas,-17.3136,145.58593
Hypolimnas bolina,1,2020,10,Queensland,Nymphalidae,Hypolimnas,-19.34742,146.83444
Heteronympha merope,1,2021,11,Tasmania,Nymphalidae,Heteronympha,-41.24062,147.01942
Zizina otis,1,2022,12,New South Wales,Lycaenidae,Zizina,-30.27061,153.14064
Cepora perimale,1,2022,4,Queensland,Pieridae,Cepora,-12.7552,143.1057
Ornithoptera euphorion,1,2020,3,Queensland,Papilionidae,Ornithoptera,-17.27499,145.58338
Eurema laeta,1,2022,7,Queensland,Pieridae,Eurema,-12.5978,143.4094
Papilio (Eleppone) anactus,5,2020,2,Queensland,Papilionidae,Papilio,-26.34422,152.88181
Cressida cressida,1,2020,3,Queensland,Papilionidae,Cressida,-27.64218,152.75207
Jamides phaseli,2,2022,7,Queensland,Lycaenidae,Jamides,-12.7765,143.3063
Elodina angulipennis,1,2020,3,Queensland,Pieridae,Elodina,-28.01954,153.33856
Ornithoptera euphorion,3,2023,3,Queensland,Papilionidae,Ornithoptera,-17.31245,145.58736
Papilio (Princeps) fuscus,4,2022,12,Queensland,Papilionidae,Papilio,-28.01418,152.54221
Charaxes sempronius,1,2022,3,Queensland,Nymphalidae,Charaxes,-27.54265,153.07245
Prosotas dubiosa,1,2020,3,Queensland,Lycaenidae,Prosotas,-27.53198,153.05594
Catopsilia pomona,1,2022,1,Queensland,Pieridae,Catopsilia,-27.38594,153.00272
Hypolimnas alimena,1,2020,3,Queensland,Nymphalidae,Hypolimnas,-20.92465,149.04829
Psychonotis caelius,1,2020,9,Queensland,Lycaenidae,Psychonotis,-17.31316,145.58686
Heteronympha merope,6,2021,2,Tasmania,Nymphalidae,Heteronympha,-42.99096,147.24226
Zizina otis,3,2020,3,New South Wales,Lycaenidae,Zizina,-32.55245,148.94162
Zizeeria karsandra,2,2021,1,Queensland,Lycaenidae,Zizeeria,-17.31264,145.58707
Eurema hecabe,1,2020,4,Queensland,Pieridae,Eurema,-26.41039,153.0556
Telicota paceka mesoptis,1,2023,2,Queensland,Hesperiidae,Telicota,-16.812515,145.636633
Phaedyma shepherdi,1,2021,3,Queensland,Nymphalidae,Phaedyma,-27.305612,152.686038
Acraea andromacha,1,2021,4,Queensland,Nymphalidae,Acraea,-17.31296,145.58673
Phaedyma shepherdi,1,2020,3,Queensland,Nymphalidae,Phaedyma,-28.91975,151.5771
Junonia villida,1,2020,7,Queensland,Nymphalidae,Junonia,-17.31254,145.58731
Papilio (Princeps) ambrax,5,2021,12,Queensland,Papilionidae,Papilio,-17.32929,145.50375
Tirumala hamata,1,2019,12,Queensland,Nymphalidae,Tirumala,-26.41036,153.05568
Appias paulina,1,2020,6,Queensland,Pieridae,Appias,-17.31275,145.58753
Catopsilia pomona,1,2020,4,Queensland,Pieridae,Catopsilia,-16.748197,145.661907
Psychonotis caelius,1,2021,3,New South Wales,Lycaenidae,Psychonotis,-33.55424,150.6839
Danaus plexippus,1,2020,6,New South Wales,Nymphalidae,Danaus,-30.35676,153.104293
Appias paulina,1,2023,6,Queensland,Pieridae,Appias,-10.5792,142.21488
Delias mysis,3,2020,3,Queensland,Pieridae,Delias,-17.3126,145.58712
Danaus plexippus,1,2022,9,New South Wales,Nymphalidae,Danaus,-33.92239,150.93682
Delias argenthona,2,2022,9,Queensland,Pieridae,Delias,-19.28877,146.72436
Acraea terpsicore,1,2019,4,Queensland,Nymphalidae,Acraea,-18.0416,143.8146
Euchrysops cnejus,1,2020,3,Queensland,Lycaenidae,Euchrysops,-28.01949,153.33838
Zizina otis,1,2020,3,New South Wales,Lycaenidae,Zizina,-35.3679,150.47441
Catopsilia pomona,1,2020,2,Queensland,Pieridae,Catopsilia,-27.51195,153.03308
Papilio (Princeps) ulysses,1,2020,2,Queensland,Papilionidae,Papilio,-17.275,145.58349
Cephrenes augiades,1,2020,8,Queensland,Hesperiidae,Cephrenes,-17.92073,146.09722
Danaus plexippus,10,2020,11,New South Wales,Nymphalidae,Danaus,-30.8172,152.1466
Cupha prosope,1,2020,2,Queensland,Nymphalidae,Cupha,-17.31153,145.5889
Pelopidas agna,1,2022,4,Queensland,Hesperiidae,Pelopidas,-17.31247,145.58724
Graphium choredon,1,2021,10,New South Wales,Papilionidae,Graphium,-33.92232,150.93676
Yoma sabina,1,2020,12,Queensland,Nymphalidae,Yoma,-17.3129,145.58706
Trapezites symmomus,3,2023,3,Queensland,Hesperiidae,Trapezites,-26.60808,153.02249
Delias nigrina,1,2023,5,New South Wales,Pieridae,Delias,-33.92233,150.93703
Delias nigrina,2,2020,10,Queensland,Pieridae,Delias,-17.31264,145.58709
Euploea corinna,5,2020,11,New South Wales,Nymphalidae,Euploea,-30.8172,152.1466
Vanessa itea,1,2022,4,South Australia,Nymphalidae,Vanessa,-37.58553,140.52137
Trapezites symmomus,1,2020,3,New South Wales,Hesperiidae,Trapezites,-35.07569,150.77718
Cressida cressida,1,2020,11,Queensland,Papilionidae,Cressida,-26.75284,152.46887
Vanessa kershawi,1,2021,10,Western Australia,Nymphalidae,Vanessa,-31.766045,116.235812
Trapezites eliena,2,2022,11,Queensland,Hesperiidae,Trapezites,-28.22336,153.11009
Tellervo zoilus,1,2022,1,Queensland,Nymphalidae,Tellervo,-17.3379,145.6193
Catopsilia pomona,2,2021,12,New South Wales,Pieridae,Catopsilia,-28.69093,153.31353
Tirumala hamata,4,2020,3,Queensland,Nymphalidae,Tirumala,-26.4104,153.05567
Delias nigrina,3,2023,2,Queensland,Pieridae,Delias,-27.04094,152.68539
Zizina otis,10,2022,3,Queensland,Lycaenidae,Zizina,-27.54265,153.07245
Papilio (Eleppone) anactus,1,2020,1,Queensland,Papilionidae,Papilio,-27.47854,153.08168
Papilio (Princeps) aegeus,1,2020,12,Queensland,Papilionidae,Papilio,-27.40303,152.94073
Tirumala hamata,5,2020,12,Queensland,Nymphalidae,Tirumala,-13.966844,143.191746
Psychonotis caelius,3,2022,1,Queensland,Lycaenidae,Psychonotis,-17.3379,145.6193
Eurema laeta,1,2022,7,Queensland,Pieridae,Eurema,-12.78065,143.3091
Euploea corinna,1,2020,10,Queensland,Nymphalidae,Euploea,-26.4104,153.05567
Ocybadistes walkeri,1,2020,11,Victoria,Hesperiidae,Ocybadistes,-37.76966,145.00064
Erysichton lineatus,3,2022,3,Queensland,Lycaenidae,Erysichton,-17.31266,145.58724
Charaxes sempronius,1,2020,11,Queensland,Nymphalidae,Charaxes,-17.26034,145.39183
Papilio (Eleppone) anactus,3,2022,11,Queensland,Papilionidae,Papilio,-27.07778,152.66635
Psychonotis caelius,2,2020,5,Queensland,Lycaenidae,Psychonotis,-17.31205,145.58815
Zizina otis,2,2022,1,New South Wales,Lycaenidae,Zizina,-33.92223,150.9363
Ocybadistes walkeri,1,2022,3,Victoria,Hesperiidae,Ocybadistes,-37.77817,145.00459
Catopsilia pyranthe,1,2022,10,Queensland,Pieridae,Catopsilia,-24.7124,150.9865
Melanitis leda,1,2020,3,Queensland,Nymphalidae,Melanitis,-26.40037,153.05475
Trapezites symmomus,1,2023,2,Victoria,Hesperiidae,Trapezites,-37.7425,149.136879
Junonia villida,1,2023,6,Queensland,Nymphalidae,Junonia,-17.31237,145.58278
Papilio (Princeps) ulysses,2,2019,11,Queensland,Papilionidae,Papilio,-16.46987,145.33037
Heteronympha merope,4,2022,11,New South Wales,Nymphalidae,Heteronympha,-33.64208,151.12535
Delias argenthona,1,2022,7,Queensland,Pieridae,Delias,-12.7387,143.22256
Zizina otis,2,2022,9,Queensland,Lycaenidae,Zizina,-24.8161,143.0584
Euploea corinna,1,2021,11,Queensland,Nymphalidae,Euploea,-27.49561,153.0295
Ocybadistes walkeri,1,2019,10,South Australia,Hesperiidae,Ocybadistes,-34.93451,138.54828
Papilio (Princeps) ambrax,2,2021,1,Queensland,Papilionidae,Papilio,-17.31266,145.58721
Cupha prosope,1,2020,4,Queensland,Nymphalidae,Cupha,-23.10614,150.74175
Zizina otis,1,2021,2,Queensland,Lycaenidae,Zizina,-27.53881,153.0658
Vanessa kershawi,2,2019,9,New South Wales,Nymphalidae,Vanessa,-34.68582,150.716291
Papilio (Princeps) aegeus,1,2023,1,New South Wales,Papilionidae,Papilio,-33.64197,151.12537
Catopsilia pomona,15,2020,2,Queensland,Pieridae,Catopsilia,-28.01944,153.33843
Catopsilia pomona,1,2021,12,New South Wales,Pieridae,Catopsilia,-33.92224,150.93579
Delias nigrina,1,2020,7,New South Wales,Pieridae,Delias,-31.63348,152.83193
Argynnina hobartia,1,2020,1,Tasmania,Nymphalidae,Argynnina,-42.11647,146.17666
Zizula hylax,1,2022,12,Queensland,Lycaenidae,Zizula,-17.3124,145.58725
Pantoporia consimilis,2,2022,4,Queensland,Nymphalidae,Pantoporia,-12.7235,143.1593
Trapezites praxedes,1,2020,3,Australian Capital Territory,Hesperiidae,Trapezites,-35.14518,150.72235
Tirumala hamata,15,2021,1,Queensland,Nymphalidae,Tirumala,-18.1086,144.8253
Graphium choredon,3,2022,4,Queensland,Papilionidae,Graphium,-12.7235,143.1593
Suniana sunias,1,2022,12,Queensland,Hesperiidae,Suniana,-17.3124,145.58725
Candalides,1,2021,1,Queensland,Lycaenidae,Candalides,-27.5425,153.06822
Oreixenica orichora,6,2021,2,Australian Capital Territory,Nymphalidae,Oreixenica,-35.526982,148.779382
Pieris rapae,1,2019,11,Victoria,Pieridae,Pieris,-37.88837,147.0588
Pantoporia consimilis,5,2022,5,Queensland,Nymphalidae,Pantoporia,-15.2828,145.0764
Nacaduba biocellata,14,2020,3,Western Australia,Lycaenidae,Nacaduba,-32.24412,126.30849
Graphium agamemnon,3,2020,5,Queensland,Papilionidae,Graphium,-16.830552,145.658194
Graphium aristeus,2,2022,10,Queensland,Papilionidae,Graphium,-21.0087,148.719
Trapezites eliena,3,2021,3,Queensland,Hesperiidae,Trapezites,-17.3585,145.3281
Zizina otis,3,2021,12,Queensland,Lycaenidae,Zizina,-17.34125,145.92185
Danaus petilia,1,2020,5,Queensland,Nymphalidae,Danaus,-19.34735,146.83443
Hypolimnas bolina,1,2023,1,Queensland,Nymphalidae,Hypolimnas,-17.31266,145.58717
Famegana,3,2021,4,Queensland,Lycaenidae,Famegana,-18.0469,144.8846
Acraea andromacha,1,2022,10,Queensland,Nymphalidae,Acraea,-19.745797,147.495769
Hypolimnas bolina,1,2020,4,Queensland,Nymphalidae,Hypolimnas,-16.748197,145.661907
Graphium eurypylus,2,2021,2,New South Wales,Papilionidae,Graphium,-33.27538,151.48948
Eurema hecabe,1,2023,6,Queensland,Pieridae,Eurema,-17.42902,145.403986
Jamides phaseli,1,2020,3,Queensland,Lycaenidae,Jamides,-28.01954,153.33856
Vanessa itea,1,2023,1,Victoria,Nymphalidae,Vanessa,-38.63676,143.89095
Hypolimnas bolina,2,2021,3,Queensland,Nymphalidae,Hypolimnas,-17.3585,145.3281
Acraea terpsicore,1,2022,10,Queensland,Nymphalidae,Acraea,-24.7126,150.987
Charaxes sempronius,1,2022,2,Queensland,Nymphalidae,Charaxes,-17.31252,145.587222
Papilio (Princeps) aegeus,1,2021,2,Queensland,Papilionidae,Papilio,-27.54265,153.06801
Nacaduba biocellata,1,2022,9,Queensland,Lycaenidae,Nacaduba,-24.3522,143.2553
Hasora chromus,1,2022,11,Queensland,Hesperiidae,Hasora,-24.84534,152.42612
Vanessa kershawi,2,2020,9,Western Australia,Nymphalidae,Vanessa,-31.7968,116.0501
Papilio (Princeps) fuscus,2,2020,3,Queensland,Papilionidae,Papilio,-17.27498,145.58351
Trapezites symmomus,1,2020,3,Australian Capital Territory,Hesperiidae,Trapezites,-35.14133,150.72374
Famegana,3,2020,5,Queensland,Lycaenidae,Famegana,-17.5342,145.4504
Vanessa kershawi,1,2021,1,South Australia,Nymphalidae,Vanessa,-34.58938,138.72179
Junonia villida,1,2022,11,Queensland,Nymphalidae,Junonia,-17.31259,145.58711
Acraea andromacha,2,2020,4,Queensland,Nymphalidae,Acraea,-27.642058,152.7523
Catopsilia pomona,5,2020,2,Queensland,Pieridae,Catopsilia,-17.31154,145.58893
Catopsilia pomona,4,2020,2,Queensland,Pieridae,Catopsilia,-17.31238,145.58732
Pieris rapae,6,2021,12,New South Wales,Pieridae,Pieris,-33.92236,150.93708
Hypolimnas alimena,1,2023,6,Queensland,Nymphalidae,Hypolimnas,-10.5792,142.21488
Eurema laeta,1,2020,5,Queensland,Pieridae,Eurema,-17.5342,145.4504
Suniana sunias,1,2022,2,Queensland,Hesperiidae,Suniana,-27.46295,152.88365
Vanessa kershawi,1,2021,1,Tasmania,Nymphalidae,Vanessa,-41.60961,145.06601
Zizina otis,2,2023,5,Queensland,Lycaenidae,Zizina,-17.589,146.09345
Pieris rapae,1,2020,9,New South Wales,Pieridae,Pieris,-31.04423,149.3174
Hypolimnas alimena,2,2021,2,Queensland,Nymphalidae,Hypolimnas,-17.31237,145.58728
Papilio (Eleppone) anactus,2,2020,4,New South Wales,Papilionidae,Papilio,-35.34622,148.23628
Mycalesis,1,2020,5,Queensland,Nymphalidae,Mycalesis,-17.31238,145.58729
