scientificName,individualCount,year,month,stateProvince,family,genus,decimalLatitude,decimalLongitude
Pieris rapae,3,2023,2,Victoria,Pieridae,Pieris,-36.7645,146.7875
Phaedyma shepherdi,1,2023,7,Queensland,Nymphalidae,Phaedyma,-15.49056,144.8341
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-17.30033,145.58181
Junonia villida,1,2023,3,Queensland,Nymphalidae,Junonia,-27.40086,153.03036
Papilio (Princeps) demoleus,1,2023,3,Queensland,Papilionidae,Papilio,-17.3788,145.38465
Eurema hecabe,25,2023,4,Queensland,Pieridae,Eurema,-17.3809,145.3755
Hypolimnas bolina,1,2023,3,Queensland,Nymphalidae,Hypolimnas,-27.61398,152.03708
Elodina queenslandica,4,2023,4,Queensland,Pieridae,Elodina,-17.25025,145.54955
HESPERIIDAE,2,2023,2,Victoria,Hesperiidae,,-36.7614,146.7842
Erina erina,3,2023,7,Queensland,Lycaenidae,Erina,-15.49557,144.81257
Junonia villida,19,2023,5,Queensland,Nymphalidae,Junonia,-9.75232,143.41468
Zizina otis,12,2023,3,Victoria,Lycaenidae,Zizina,-36.719,146.819
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-24.88922,152.30706
Hypolimnas bolina,1,2023,6,Queensland,Nymphalidae,Hypolimnas,-10.6255,142.3125
Delias mysis,3,2023,2,Queensland,Pieridae,Delias,-17.31244,145.58733
Leptotes plinius,11,2023,1,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Eurema smilax,1,2023,9,Queensland,Pieridae,Eurema,-21.10406,139.31125
Papilio (Princeps) demoleus,2,2023,4,Queensland,Papilionidae,Papilio,-17.38588,145.38482
Lampides boeticus,5,2023,8,Queensland,Lycaenidae,Lampides,-24.61472,139.55628
Elodina angulipennis,2,2023,2,Queensland,Pieridae,Elodina,-27.04171,152.68936
Charaxes sempronius,1,2023,5,Queensland,Nymphalidae,Charaxes,-26.94881,152.77515
Eurema smilax,1,2023,9,Queensland,Pieridae,Eurema,-21.05427,139.39851
Delias nysa,2,2023,1,Queensland,Pieridae,Delias,-27.33289,152.76309
Megisba strongyle,1,2023,8,Queensland,Lycaenidae,Megisba,-17.31241,145.58751
Acraea andromacha,10,2023,4,Queensland,Nymphalidae,Acraea,-17.3809,145.3755
Delias mysis,1,2023,8,Queensland,Pieridae,Delias,-17.3944,145.6057
Vanessa kershawi,1,2023,1,Victoria,Nymphalidae,Vanessa,-37.20506,145.00442
Geitoneura klugii,10,2023,1,Victoria,Nymphalidae,Geitoneura,-37.20506,145.00442
Pieris rapae,1,2023,1,Queensland,Pieridae,Pieris,-17.31261,145.58713
Geitoneura klugii,50,2023,2,Victoria,Nymphalidae,Geitoneura,-38.47956,146.7724
Eurema hecabe,1,2023,3,Queensland,Pieridae,Eurema,-24.88922,152.30706
Graphium choredon,1,2023,2,New South Wales,Papilionidae,Graphium,-33.92242,150.9371
Delias nigrina,1,2023,5,Queensland,Pieridae,Delias,-25.16356,152.57236
Leptotes plinius,15,2023,3,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Cepora perimale,1,2023,7,Western Australia,Pieridae,Cepora,-17.97511,122.34493
Graphium macleayanum,1,2023,2,Victoria,Papilionidae,Graphium,-37.2951,148.9857
Suniana sunias,1,2023,2,Queensland,Hesperiidae,Suniana,-24.88922,152.30706
Heteronympha merope,1,2023,2,Victoria,Nymphalidae,Heteronympha,-37.35569,144.15373
Theclinesthes miskini,2,2023,3,Queensland,Lycaenidae,Theclinesthes,-27.61398,152.03708
Trapezites symmomus,1,2023,2,Victoria,Hesperiidae,Trapezites,-37.82434,145.20912
Catopsilia pomona,2,2023,3,Queensland,Pieridae,Catopsilia,-27.61398,152.03708
Hypocysta adiante,1,2023,5,Queensland,Nymphalidae,Hypocysta,-25.43624,152.54793
Pieris rapae,2,2023,2,Victoria,Pieridae,Pieris,-38.4261,146.5676
Trapezites symmomus,10,2023,2,Victoria,Hesperiidae,Trapezites,-38.2085,146.8453
Delias nigrina,6,2023,5,Queensland,Pieridae,Delias,-17.31244,145.58736
Chaetocneme beata,1,2023,3,Queensland,Hesperiidae,Chaetocneme,-26.60808,153.02249
Eurema hecabe,2,2023,7,Queensland,Pieridae,Eurema,-15.49158,144.8318
Vanessa itea,1,2023,2,Victoria,Nymphalidae,Vanessa,-38.4484,146.5902
Lampides boeticus,1,2023,2,New South Wales,Lycaenidae,Lampides,-33.64213,151.12544
Ornithoptera euphorion,1,2023,1,Queensland,Papilionidae,Ornithoptera,-17.31256,145.58716
Heteronympha merope,1,2023,3,Queensland,Nymphalidae,Heteronympha,-27.74805,153.1531
Delias ennia,2,2023,2,Queensland,Pieridae,Delias,-17.355,145.5867
Junonia hedonia,1,2023,8,Queensland,Nymphalidae,Junonia,-17.47162,141.17999
Acraea terpsicore,1,2023,2,Queensland,Nymphalidae,Acraea,-27.4847,152.95529
Pantoporia consimilis,1,2023,5,Queensland,Nymphalidae,Pantoporia,-17.5805,146.0035
Pieris rapae,1,2023,2,Victoria,Pieridae,Pieris,-37.6922,147.8355
Geitoneura klugii,3,2023,3,Victoria,Nymphalidae,Geitoneura,-37.526,145.4211
Suniana sunias,2,2023,6,Queensland,Hesperiidae,Suniana,-10.5814,142.21349
Catopsilia pomona,4,2023,1,Queensland,Pieridae,Catopsilia,-27.70732,152.89782
Hypocysta metirius,1,2023,6,New South Wales,Nymphalidae,Hypocysta,-33.58583,151.16943
Dispar compacta,1,2023,2,Queensland,Hesperiidae,Dispar,-27.718,152.879
Junonia villida,2,2023,2,Queensland,Nymphalidae,Junonia,-17.355,145.5867
Junonia orithya,4,2023,4,Queensland,Nymphalidae,Junonia,-17.3809,145.3755
Paralucia pyrodiscus,1,2023,4,Queensland,Lycaenidae,Paralucia,-17.3809,145.3755
Suniana sunias,3,2023,1,Queensland,Hesperiidae,Suniana,-27.53999,153.06618
Dispar compacta,5,2023,2,Victoria,Hesperiidae,Dispar,-37.712,148.6002
Geitoneura klugii,1,2023,3,Victoria,Nymphalidae,Geitoneura,-38.64027,143.88878
Pieris rapae,2,2023,4,New South Wales,Pieridae,Pieris,-33.9223,150.93716
Euploea tulliolus,3,2023,5,Queensland,Nymphalidae,Euploea,-17.31239,145.58741
Tellervo zoilus,1,2023,2,Queensland,Nymphalidae,Tellervo,-17.31239,145.58733
Ocybadistes walkeri,2,2023,3,Victoria,Hesperiidae,Ocybadistes,-36.72989,144.26719
Belenois java,1,2023,5,Queensland,Pieridae,Belenois,-17.60095,146.1206
Lampides boeticus,2,2023,8,Queensland,Lycaenidae,Lampides,-21.80894,139.80964
Graphium choredon,5,2023,4,Queensland,Papilionidae,Graphium,-17.3128,145.587158
Graphium agamemnon,3,2023,2,Queensland,Papilionidae,Graphium,-17.31234,145.5873
Hypolimnas alimena,1,2023,1,Queensland,Nymphalidae,Hypolimnas,-17.31254,145.58717
Papilio (Princeps) aegeus,1,2023,7,Queensland,Papilionidae,Papilio,-15.49557,144.81257
Eurema hecabe,4,2023,3,Queensland,Pieridae,Eurema,-17.31247,145.58736
Taractrocera papyria,3,2023,4,Queensland,Hesperiidae,Taractrocera,-17.3809,145.3755
Heteronympha merope,3,2023,1,Victoria,Nymphalidae,Heteronympha,-37.72366,145.05234
Mycalesis perseus,10,2023,5,Queensland,Nymphalidae,Mycalesis,-17.3721,145.3159
Papilio (Princeps) demoleus,3,2023,6,Queensland,Papilionidae,Papilio,-10.57208,142.30153
Jamides phaseli,4,2023,5,Queensland,Lycaenidae,Jamides,-17.60095,146.1206
Zizina otis,3,2023,5,Queensland,Lycaenidae,Zizina,-17.3721,145.3159
Euploea sylvester,1,2023,7,Queensland,Nymphalidae,Euploea,-15.51808,144.83768
Junonia villida,1,2023,5,Queensland,Nymphalidae,Junonia,-17.3721,145.3159
Papilio (Princeps) aegeus,1,2023,4,New South Wales,Papilionidae,Papilio,-33.61743,151.14044
Junonia orithya,3,2023,6,Queensland,Nymphalidae,Junonia,-10.5792,142.21488
Papilio (Eleppone) anactus,1,2023,3,Victoria,Papilionidae,Papilio,-37.77823,145.00455
Heteronympha penelope,2,2023,3,Victoria,Nymphalidae,Heteronympha,-37.3702,144.5976
Graphium choredon,2,2023,5,Queensland,Papilionidae,Graphium,-17.558,146.0898
Papilio (Princeps) aegeus,4,2023,1,Queensland,Papilionidae,Papilio,-27.65703,151.52721
Telicota paceka mesoptis,3,2023,8,Queensland,Hesperiidae,Telicota,-17.4105,145.9795
Leptotes plinius,11,2023,4,Queensland,Lycaenidae,Leptotes,-24.88922,152.30706
Danaus affinis,1,2023,8,Queensland,Nymphalidae,Danaus,-17.45821,140.83666
Heteronympha banksii,3,2023,1,Australian Capital Territory,Nymphalidae,Heteronympha,-35.39,148.81
Eurema brigitta,8,2023,3,Queensland,Pieridae,Eurema,-27.5737,152.9254
Hesperilla donnysa,1,2023,1,Victoria,Hesperiidae,Hesperilla,-37.82373,145.20828
Zizina otis,1,2023,4,Queensland,Lycaenidae,Zizina,-28.2247,153.1113
Ypthima arctous,1,2023,6,Queensland,Nymphalidae,Ypthima,-17.91649,145.35196
Zizina otis,3,2023,6,Queensland,Lycaenidae,Zizina,-10.5744,142.3008
Heteronympha penelope,2,2023,3,Victoria,Nymphalidae,Heteronympha,-37.7476,145.70708
Dispar compacta,1,2023,2,Victoria,Hesperiidae,Dispar,-37.2965,149.0176
Graphium eurypylus,1,2023,1,Queensland,Papilionidae,Graphium,-17.1073,145.4281
Papilio (Eleppone) anactus,1,2023,1,Queensland,Papilionidae,Papilio,-27.4712,153.19082
Suniana sunias,1,2023,4,Queensland,Hesperiidae,Suniana,-27.57363,152.9896
Junonia hedonia,1,2023,7,Queensland,Nymphalidae,Junonia,-15.51833,144.83664
Pantoporia consimilis,1,2023,5,Queensland,Nymphalidae,Pantoporia,-17.31238,145.58734
Zizina otis,3,2023,5,Queensland,Lycaenidae,Zizina,-17.60095,146.1206
Junonia orithya,1,2023,4,Queensland,Nymphalidae,Junonia,-17.3788,145.38465
Heteronympha merope,10,2023,1,Victoria,Nymphalidae,Heteronympha,-37.72853,145.05042
Telicota paceka mesoptis,2,2023,5,Queensland,Hesperiidae,Telicota,-17.3781,145.38465
Heteronympha penelope,4,2023,3,Victoria,Nymphalidae,Heteronympha,-37.7122,145.7071
Nacaduba kurava,2,2023,5,Queensland,Lycaenidae,Nacaduba,-17.589,146.09345
Papilio (Princeps) aegeus,2,2023,1,Queensland,Papilionidae,Papilio,-28.22452,153.11082
Vindula arsinoe,2,2023,5,Queensland,Nymphalidae,Vindula,-17.31239,145.58741
Catochrysops panormus,2,2023,8,Queensland,Lycaenidae,Catochrysops,-17.31254,145.58724
Euploea sylvester,1,2023,8,Queensland,Nymphalidae,Euploea,-17.44326,140.84228
Acraea andromacha,1,2023,8,Queensland,Nymphalidae,Acraea,-17.47162,141.17999
Pieris rapae,1,2023,1,Queensland,Pieridae,Pieris,-27.96906,153.185
Acraea terpsicore,4,2023,8,Queensland,Nymphalidae,Acraea,-17.73836,141.03753
Vanessa itea,1,2023,2,New South Wales,Nymphalidae,Vanessa,-33.92163,150.93648
Eurema hecabe,8,2023,4,Queensland,Pieridae,Eurema,-23.17934,150.79443
Oreixenica lathoniella,1,2023,1,Tasmania,Nymphalidae,Oreixenica,-41.5117,145.91132
Euploea corinna,2,2023,6,Queensland,Nymphalidae,Euploea,-10.5968,142.3136
Hypolimnas bolina,3,2023,5,Queensland,Nymphalidae,Hypolimnas,-17.5592,146.089
Acraea andromacha,1,2023,9,Queensland,Nymphalidae,Acraea,-20.44906,139.41113
Heteronympha merope,1,2023,3,Victoria,Nymphalidae,Heteronympha,-36.6993,146.8521
Tisiphone abeona,1,2023,4,New South Wales,Nymphalidae,Tisiphone,-33.61743,151.14044
Eirmocides helenita,3,2023,4,Queensland,Lycaenidae,Eirmocides,-17.31243,145.58732
Hypocysta metirius,5,2023,2,Queensland,Nymphalidae,Hypocysta,-24.41325,151.03864
Graphium choredon,2,2023,2,Queensland,Papilionidae,Graphium,-17.30033,145.58181
Cupha prosope,1,2023,1,Queensland,Nymphalidae,Cupha,-17.3788,145.38465
Geitoneura acantha,2,2023,3,New South Wales,Nymphalidae,Geitoneura,-33.6197,151.1408
Ornithoptera euphorion,6,2023,2,Queensland,Papilionidae,Ornithoptera,-10.8531,142.36691
Junonia orithya,1,2023,6,Queensland,Nymphalidae,Junonia,-10.60427,142.25353
Pieris rapae,4,2023,2,South Australia,Pieridae,Pieris,-34.89157,138.59161
Graphium choredon,5,2023,1,Queensland,Papilionidae,Graphium,-17.31256,145.58716
Zizina otis,100,2023,3,Victoria,Lycaenidae,Zizina,-37.7067,145.6815
Euploea corinna,2,2023,4,New South Wales,Nymphalidae,Euploea,-33.92236,150.93705
Nacaduba berenice,3,2023,1,Queensland,Lycaenidae,Nacaduba,-17.3788,145.38465
Cephrenes augiades,1,2023,6,Queensland,Hesperiidae,Cephrenes,-24.88906,152.33455
Pieris rapae,1,2023,3,New South Wales,Pieridae,Pieris,-33.625,151.14887
Pantoporia consimilis,1,2023,4,Queensland,Nymphalidae,Pantoporia,-17.25705,145.57421
Heteronympha merope,2,2023,3,Victoria,Nymphalidae,Heteronympha,-37.8869,145.36937
Hypolimnas alimena,1,2023,4,Queensland,Nymphalidae,Hypolimnas,-17.31152,145.58904
Telicota paceka mesoptis,1,2023,6,Queensland,Hesperiidae,Telicota,-17.98036,145.49625
Ornithoptera richmondia,1,2023,2,Queensland,Papilionidae,Ornithoptera,-28.09592,153.45708
Zizina otis,2,2023,3,New South Wales,Lycaenidae,Zizina,-33.6197,151.1408
Geitoneura klugii,30,2023,2,Victoria,Nymphalidae,Geitoneura,-37.6922,147.8355
Charaxes sempronius,7,2023,1,Queensland,Nymphalidae,Charaxes,-27.70732,152.89782
Geitoneura acantha,1,2023,3,Victoria,Nymphalidae,Geitoneura,-37.526,145.4211
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-28.09592,153.45708
Prosotas felderi,1,2023,6,Queensland,Lycaenidae,Prosotas,-24.88906,152.33455
Charaxes sempronius,2,2023,2,Queensland,Nymphalidae,Charaxes,-26.287,152.99032
Vanessa itea,1,2023,2,Queensland,Nymphalidae,Vanessa,-24.41325,151.03864
Hypochrysops piceatus,1,2023,2,Queensland,Lycaenidae,Hypochrysops,-28,151.6
Hypocysta metirius,1,2023,2,Queensland,Nymphalidae,Hypocysta,-27.643,153.075
Jalmenus evagoras,1,2023,2,Queensland,Lycaenidae,Jalmenus,-27.5424,153.06302
Hypocysta metirius,6,2023,3,Australian Capital Territory,Nymphalidae,Hypocysta,-35.14361,150.67236
Delias mysis,2,2023,4,Queensland,Pieridae,Delias,-17.3809,145.3755
Graphium eurypylus,1,2023,2,Queensland,Papilionidae,Graphium,-17.31234,145.5873
Danaus petilia,1,2023,9,Queensland,Nymphalidae,Danaus,-20.44906,139.41113
Tellervo zoilus,1,2023,5,Queensland,Nymphalidae,Tellervo,-17.31244,145.58736
Delias harpalyce,6,2023,3,Victoria,Pieridae,Delias,-36.32629,146.92155
Papilio (Princeps) ulysses,2,2023,7,Queensland,Papilionidae,Papilio,-17.31313,145.587
Euploea corinna,1,2023,4,Queensland,Nymphalidae,Euploea,-24.88922,152.30706
Ocybadistes walkeri,1,2023,5,New South Wales,Hesperiidae,Ocybadistes,-32.33154,152.53887
Catopyrops florinda,2,2023,2,Queensland,Lycaenidae,Catopyrops,-27.49993,152.96364
Cephrenes augiades,2,2023,2,Queensland,Hesperiidae,Cephrenes,-27.49993,152.96364
Tisiphone abeona,3,2023,3,New South Wales,Nymphalidae,Tisiphone,-33.64199,151.12541
Telicota ancilla,2,2023,4,New South Wales,Hesperiidae,Telicota,-33.59526,151.17005
Graphium eurypylus,2,2023,1,Queensland,Papilionidae,Graphium,-17.31261,145.58713
Pieris rapae,2,2023,2,Victoria,Pieridae,Pieris,-38.4098,146.6909
Heteronympha banksii,2,2023,4,New South Wales,Nymphalidae,Heteronympha,-33.61743,151.14044
Zizina otis,1,2023,5,Queensland,Lycaenidae,Zizina,-17.3781,145.38465
Catopsilia pomona,1,2023,4,Queensland,Pieridae,Catopsilia,-24.88922,152.30706
Papilio (Princeps) aegeus,2,2023,2,Queensland,Papilionidae,Papilio,-17.31244,145.58733
Mydosama terminus,2,2023,5,Queensland,Nymphalidae,Mydosama,-17.3781,145.38465
Delias nigrina,4,2023,2,New South Wales,Pieridae,Delias,-33.64213,151.12544
Suniana sunias,3,2023,3,Queensland,Hesperiidae,Suniana,-24.88922,152.30706
Zizina otis,6,2023,3,Victoria,Lycaenidae,Zizina,-37.1383,146.4608
Delias nigrina,3,2023,4,New South Wales,Pieridae,Delias,-28.17911,153.53448
Acraea andromacha,2,2023,4,New South Wales,Nymphalidae,Acraea,-28.17911,153.53448
Acraea terpsicore,1,2023,6,Queensland,Nymphalidae,Acraea,-10.5963,142.3183
Heteronympha merope,1,2023,1,Queensland,Nymphalidae,Heteronympha,-27.70732,152.89782
Eurema hecabe,3,2023,7,Queensland,Pieridae,Eurema,-15.48913,144.8166
Delias argenthona,3,2023,1,Queensland,Pieridae,Delias,-27.70732,152.89782
Erina hyacinthina,4,2023,2,New South Wales,Lycaenidae,Erina,-33.64204,151.12532
Danaus affinis,5,2023,2,Queensland,Nymphalidae,Danaus,-27.60218,153.30096
Graphium choredon,5,2023,2,Queensland,Papilionidae,Graphium,-17.31247,145.58736
Zizina otis,1,2023,8,Queensland,Lycaenidae,Zizina,-24.88426,139.63671
Trapezites symmomus,1,2023,2,Victoria,Hesperiidae,Trapezites,-38.6136,146.9052
Pieris rapae,2,2023,2,New South Wales,Pieridae,Pieris,-33.92223,150.93668
Nacaduba biocellata,3,2023,8,Queensland,Lycaenidae,Nacaduba,-20.70791,140.51934
Papilio (Princeps) aegeus,2,2023,2,Queensland,Papilionidae,Papilio,-27.4847,152.95529
Cupha prosope,2,2023,5,Queensland,Nymphalidae,Cupha,-17.31244,145.58736
Pieris rapae,2,2023,2,Victoria,Pieridae,Pieris,-38.47956,146.7724
Pieris rapae,8,2023,3,Victoria,Pieridae,Pieris,-37.0202,147.2221
Zizina otis,2,2023,4,New South Wales,Lycaenidae,Zizina,-33.61743,151.14044
Papilio (Eleppone) anactus,1,2023,1,New South Wales,Papilionidae,Papilio,-30.35656,153.10465
Papilio (Princeps) aegeus,1,2023,2,New South Wales,Papilionidae,Papilio,-33.64207,151.12533
Heteronympha solandri,1,2023,3,Victoria,Nymphalidae,Heteronympha,-37.3773,144.6135
Delias mysis,6,2023,4,Queensland,Pieridae,Delias,-17.3128,145.587158
Graphium choredon,2,2023,1,Queensland,Papilionidae,Graphium,-27.54254,153.07317
Acraea andromacha,2,2023,8,Queensland,Nymphalidae,Acraea,-20.705,140.49685
Hypocysta adiante,2,2023,1,Queensland,Nymphalidae,Hypocysta,-27.54258,153.0679
Zizina otis,5,2023,2,Victoria,Lycaenidae,Zizina,-37.712,148.6002
Junonia orithya,18,2023,5,Queensland,Nymphalidae,Junonia,-17.05414,145.54215
Delias argenthona,1,2023,1,Queensland,Pieridae,Delias,-27.22841,152.70182
Tisiphone abeona,2,2023,2,Victoria,Nymphalidae,Tisiphone,-37.685,145.572
Tisiphone abeona,1,2023,2,Victoria,Nymphalidae,Tisiphone,-37.2965,149.0176
Euploea tulliolus,1,2023,1,Queensland,Nymphalidae,Euploea,-17.31256,145.58716
Zizina otis,2,2023,3,Victoria,Lycaenidae,Zizina,-37.526,145.4211
Zizina otis,3,2023,1,Queensland,Lycaenidae,Zizina,-27.57183,152.93166
Papilio (Princeps) aegeus,1,2023,1,New South Wales,Papilionidae,Papilio,-35.06718,150.67299
Hypolimnas bolina,1,2023,2,Queensland,Nymphalidae,Hypolimnas,-24.41325,151.03864
Delias harpalyce,1,2023,2,Victoria,Pieridae,Delias,-37.6922,147.8355
Delias mysis,3,2023,6,Queensland,Pieridae,Delias,-17.31254,145.58717
Hypocysta metirius,1,2023,3,Queensland,Nymphalidae,Hypocysta,-28.2242,153.1104
Vindula arsinoe,3,2023,1,Queensland,Nymphalidae,Vindula,-17.31254,145.58717
Hypolimnas misippus,1,2023,1,New South Wales,Nymphalidae,Hypolimnas,-31.07333,152.24476
Pieris rapae,2,2023,3,Victoria,Pieridae,Pieris,-37.526,145.4211
Pieris rapae,6,2023,6,Queensland,Pieridae,Pieris,-17.3781,145.38465
Neolucia hobartensis,1,2023,1,Tasmania,Lycaenidae,Neolucia,-41.66996,145.97165
Papilio (Princeps) aegeus,2,2023,4,New South Wales,Papilionidae,Papilio,-28.17911,153.53448
Catopsilia pyranthe,3,2023,8,Queensland,Pieridae,Catopsilia,-21.3942,139.80413
Theclinesthes onycha,1,2023,4,Queensland,Lycaenidae,Theclinesthes,-17.3809,145.3755
Yoma sabina,1,2023,1,Queensland,Nymphalidae,Yoma,-17.3788,145.38465
Tirumala hamata,1,2023,5,Queensland,Nymphalidae,Tirumala,-17.5586,146.08626
Eurema herla,2,2023,9,Queensland,Pieridae,Eurema,-20.82017,139.46016
Papilio (Eleppone) anactus,2,2023,2,Victoria,Papilionidae,Papilio,-37.35579,144.15376
Delias nigrina,2,2023,4,Queensland,Pieridae,Delias,-24.84332,152.4259
Toxidia,8,2023,3,Queensland,Hesperiidae,Toxidia,-26.3712,152.83788
Junonia hedonia,4,2023,7,Queensland,Nymphalidae,Junonia,-15.49557,144.81257
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-18.96226,140.44351
Papilio (Princeps) ulysses,2,2023,4,Queensland,Papilionidae,Papilio,-17.31152,145.58904
Zizina otis,2,2023,5,Queensland,Lycaenidae,Zizina,-24.75969,152.41167
Toxidia,4,2023,3,Queensland,Hesperiidae,Toxidia,-27.11697,152.75314
Delias mysis,5,2023,4,Queensland,Pieridae,Delias,-17.31152,145.58904
Zizina otis,1,2023,4,New South Wales,Lycaenidae,Zizina,-33.92237,150.9367
Graphium choredon,1,2023,3,New South Wales,Papilionidae,Graphium,-33.92231,150.93665
Delias harpalyce,1,2023,2,Victoria,Pieridae,Delias,-36.32683,146.92104
Dispar compacta,2,2023,2,Victoria,Hesperiidae,Dispar,-38.6104,146.9001
Papilio (Princeps) demoleus,1,2023,4,Queensland,Papilionidae,Papilio,-17.26992,145.58021
Euploea corinna,2,2023,2,Queensland,Nymphalidae,Euploea,-27.60218,153.30096
Sabera dobboe,1,2023,4,Queensland,Hesperiidae,Sabera,-17.3128,145.587158
Euploea corinna,2,2023,5,Queensland,Nymphalidae,Euploea,-19.28863,146.7243
Danaus plexippus,1,2023,4,Queensland,Nymphalidae,Danaus,-17.25705,145.57421
Graphium agamemnon,1,2023,5,Queensland,Papilionidae,Graphium,-17.31309,145.58701
Hypocysta adiante,2,2023,7,Queensland,Nymphalidae,Hypocysta,-15.49158,144.8318
Famegana,5,2023,7,Queensland,Lycaenidae,Famegana,-15.49557,144.81257
Euploea corinna,2,2023,7,Queensland,Nymphalidae,Euploea,-15.49557,144.81257
Danaus plexippus,2,2023,1,Queensland,Nymphalidae,Danaus,-27.65703,151.52721
Theclinesthes onycha,1,2023,3,Queensland,Lycaenidae,Theclinesthes,-27.55197,152.97455
Delias nigrina,1,2023,6,Australian Capital Territory,Pieridae,Delias,-35.14428,150.67306
Belenois java,1,2023,8,Queensland,Pieridae,Belenois,-23.68917,139.63582
Nacaduba biocellata,1,2023,6,Queensland,Lycaenidae,Nacaduba,-24.88906,152.33455
Euploea corinna,30,2023,7,Queensland,Nymphalidae,Euploea,-18.2015,144.576
Danaus petilia,1,2023,7,Queensland,Nymphalidae,Danaus,-18.2015,144.576
Danaus plexippus,1,2023,2,Queensland,Nymphalidae,Danaus,-27.07686,152.66638
Ogyris olane,3,2023,3,Queensland,Lycaenidae,Ogyris,-28.2242,153.1104
Erina erina,1,2023,6,Queensland,Lycaenidae,Erina,-10.57637,142.23142
Erina erina,3,2023,7,Queensland,Lycaenidae,Erina,-18.2015,144.576
Hypochrysops delicia,2,2023,3,Queensland,Lycaenidae,Hypochrysops,-28.2242,153.1104
Erysichton lineatus,1,2023,8,Queensland,Lycaenidae,Erysichton,-17.31261,145.58716
Eirmocides helenita,5,2023,4,Queensland,Lycaenidae,Eirmocides,-17.31246,145.58723
Graphium choredon,1,2023,1,Queensland,Papilionidae,Graphium,-17.31261,145.58713
Hypolycaena phorbas,1,2023,2,Queensland,Lycaenidae,Hypolycaena,-9.7522,143.41481
Danaus affinis,1,2023,4,Queensland,Nymphalidae,Danaus,-27.54101,152.99507
Delias ennia,2,2023,8,Queensland,Pieridae,Delias,-17.31261,145.58716
Toxidia,1,2023,1,Queensland,Hesperiidae,Toxidia,-27.54254,153.07317
Hypocysta adiante,1,2023,3,Queensland,Nymphalidae,Hypocysta,-26.60854,153.0228
Ogyris amaryllis,1,2023,2,Queensland,Lycaenidae,Ogyris,-27.60218,153.30096
Hypolimnas misippus,1,2023,1,New South Wales,Nymphalidae,Hypolimnas,-30.4831,151.73697
Geitoneura klugii,1,2023,1,Victoria,Nymphalidae,Geitoneura,-38.63958,143.88837
Pieris rapae,2,2023,3,Victoria,Pieridae,Pieris,-36.5994,143.694
Dispar compacta,1,2023,3,Victoria,Hesperiidae,Dispar,-38.6396,143.88812
Phaedyma shepherdi,1,2023,7,Queensland,Nymphalidae,Phaedyma,-18.2015,144.576
Heteronympha merope,20,2023,3,Victoria,Nymphalidae,Heteronympha,-36.5994,143.694
Euploea corinna,1,2023,1,Queensland,Nymphalidae,Euploea,-27.48516,152.9544
Trapezites iacchus,1,2023,7,Queensland,Hesperiidae,Trapezites,-18.2015,144.576
Suniana sunias,1,2023,1,Queensland,Hesperiidae,Suniana,-17.31254,145.58717
Erina hyacinthina,2,2023,1,Queensland,Lycaenidae,Erina,-28.28323,152.72626
Eurema hecabe,1,2023,6,Queensland,Pieridae,Eurema,-17.31254,145.58717
Ocybadistes walkeri,2,2023,2,Queensland,Hesperiidae,Ocybadistes,-28.2296,152.4825
Papilio (Princeps) ambrax,2,2023,2,Queensland,Papilionidae,Papilio,-17.31239,145.58733
Nacaduba biocellata,6,2023,8,Queensland,Lycaenidae,Nacaduba,-23.21361,139.71657
Nacaduba biocellata,2,2023,8,Queensland,Lycaenidae,Nacaduba,-23.12231,139.73979
Delias harpalyce,1,2023,1,Victoria,Pieridae,Delias,-38.63523,143.89136
Geitoneura klugii,1,2023,2,Victoria,Nymphalidae,Geitoneura,-37.2965,149.0176
Psychonotis caelius,2,2023,5,New South Wales,Lycaenidae,Psychonotis,-33.92235,150.93665
Pantoporia consimilis,3,2023,6,Queensland,Nymphalidae,Pantoporia,-10.602,142.2551
Papilio (Eleppone) anactus,2,2023,2,Victoria,Papilionidae,Papilio,-36.32683,146.92104
Euploea corinna,3,2023,6,Queensland,Nymphalidae,Euploea,-10.5814,142.21349
Delias nigrina,1,2023,4,New South Wales,Pieridae,Delias,-33.9223,150.93716
Charaxes sempronius,1,2023,4,Victoria,Nymphalidae,Charaxes,-37.2775,144.7366
Papilio (Princeps) aegeus,1,2023,2,Queensland,Papilionidae,Papilio,-27.07686,152.66638
Zizina otis,3,2023,2,Victoria,Lycaenidae,Zizina,-37.7722,145.6504
Charaxes sempronius,2,2023,2,Queensland,Nymphalidae,Charaxes,-27.71808,152.8789
Graphium choredon,1,2023,2,Queensland,Papilionidae,Graphium,-27.07686,152.66638
Theclinesthes onycha,2,2023,1,Queensland,Lycaenidae,Theclinesthes,-27.70732,152.89782
Pieris rapae,6,2023,1,New South Wales,Pieridae,Pieris,-31.04137,152.05371
Heteronympha merope,1,2023,3,Victoria,Nymphalidae,Heteronympha,-37.82731,144.97931
Ornithoptera euphorion,1,2023,5,Queensland,Papilionidae,Ornithoptera,-17.5592,146.089
